,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,response,response_binary
44853,58,technician,married,secondary,no,99,no,no,22,sep,6.6,2,-1,0,unknown,yes,1
44854,55,management,divorced,tertiary,no,7010,no,no,22,sep,2.58,1,195,2,failure,no,0
44855,43,unemployed,married,secondary,no,0,yes,yes,23,sep,3.05,2,184,13,failure,yes,1
44856,26,management,single,tertiary,no,1027,no,no,23,sep,12.4,1,-1,0,unknown,yes,1
44857,25,management,single,tertiary,no,3902,no,no,23,sep,14.27,1,-1,0,unknown,yes,1
44858,31,housemaid,married,secondary,no,243,yes,no,23,sep,5.08,2,842,1,failure,yes,1
44859,55,admin.,married,secondary,no,0,no,no,23,sep,3.0,2,238,3,success,no,0
44860,33,management,married,tertiary,no,289,no,no,23,sep,5.55,1,-1,0,unknown,no,0
44862,54,services,single,secondary,no,0,no,no,23,sep,3.48,1,-1,0,unknown,yes,1
44863,33,management,single,tertiary,no,224,no,no,23,sep,6.82,2,92,4,success,yes,1
44864,46,management,married,tertiary,no,7485,no,no,23,sep,2.42,1,779,2,failure,no,0
44865,29,unemployed,single,secondary,no,1055,no,no,23,sep,7.12,1,603,1,failure,yes,1
44866,28,admin.,single,tertiary,no,313,no,yes,23,sep,2.07,1,59,6,failure,no,0
44867,36,admin.,single,secondary,no,60,yes,no,23,sep,2.6,2,-1,0,unknown,yes,1
44869,59,management,married,tertiary,no,5397,no,no,23,sep,4.07,1,92,3,success,yes,1
44872,30,technician,single,secondary,no,1532,no,no,23,sep,7.45,1,489,6,failure,no,0
44876,34,management,married,tertiary,no,937,no,no,23,sep,6.75,1,391,3,failure,no,0
44877,28,management,single,tertiary,no,6551,no,no,23,sep,3.38,1,-1,0,unknown,yes,1
44878,31,blue-collar,married,secondary,no,812,yes,no,23,sep,4.08,1,-1,0,unknown,no,0
44879,30,self-employed,single,tertiary,no,655,no,no,23,sep,4.53,4,184,1,success,yes,1
44880,38,management,married,tertiary,no,845,no,no,23,sep,2.23,1,-1,0,unknown,no,0
44883,36,self-employed,married,tertiary,no,980,no,no,24,sep,5.82,2,53,8,failure,no,0
44884,40,management,single,tertiary,no,3840,yes,no,24,sep,3.87,2,409,2,success,yes,1
44885,32,blue-collar,single,secondary,no,2093,no,no,24,sep,3.73,2,444,1,failure,yes,1
44886,38,management,married,tertiary,no,0,no,no,24,sep,4.1,12,197,6,failure,no,0
44887,49,management,married,tertiary,no,1167,yes,yes,24,sep,4.15,1,91,14,success,yes,1
44888,50,services,married,secondary,no,2376,yes,no,24,sep,6.58,1,-1,0,unknown,yes,1
44889,29,unemployed,single,secondary,no,670,yes,no,26,sep,0.1,1,-1,0,unknown,no,0
44890,36,unemployed,married,secondary,no,923,no,no,27,sep,0.1,1,-1,0,unknown,no,0
44891,55,services,divorced,secondary,no,0,no,no,27,sep,4.37,6,193,4,success,yes,1
44892,89,retired,married,primary,no,0,no,no,27,sep,2.62,5,-1,0,unknown,no,0
44895,34,management,married,tertiary,no,812,no,no,27,sep,2.6,2,279,1,failure,no,0
44896,23,student,single,secondary,no,1062,no,no,27,sep,6.32,3,-1,0,unknown,no,0
44897,31,technician,married,tertiary,no,3338,yes,no,27,sep,2.7,2,95,4,failure,no,0
44898,24,management,single,tertiary,no,393,no,no,27,sep,21.63,1,-1,0,unknown,yes,1
44899,77,retired,married,tertiary,no,0,no,no,27,sep,16.5,4,-1,0,unknown,no,0
44901,34,admin.,single,secondary,no,43,yes,no,28,sep,0.1,1,-1,0,unknown,no,0
44902,69,admin.,married,secondary,no,813,no,no,28,sep,3.95,2,-1,0,unknown,no,0
44903,38,services,married,secondary,no,2678,no,no,28,sep,4.7,2,187,1,success,yes,1
44904,48,management,single,tertiary,no,334,yes,no,28,sep,10.0,2,92,12,success,yes,1
44905,35,management,married,secondary,no,683,no,no,29,sep,0.22,1,-1,0,unknown,no,0
44906,32,management,single,tertiary,no,414,no,no,29,sep,0.35,1,680,5,failure,no,0
44908,48,management,divorced,tertiary,no,-130,yes,no,29,sep,1.83,2,61,9,failure,no,0
44909,39,technician,married,tertiary,no,386,no,no,29,sep,3.35,2,-1,0,unknown,no,0
44910,61,retired,married,secondary,no,11,no,no,29,sep,3.87,1,92,3,success,yes,1
44911,67,retired,married,primary,no,4416,no,no,29,sep,4.08,3,-1,0,unknown,yes,1
44912,28,management,single,tertiary,no,390,no,no,29,sep,14.08,1,232,4,success,yes,1
44913,29,services,single,secondary,no,1934,no,no,29,sep,4.52,1,-1,0,unknown,yes,1
44914,43,blue-collar,married,secondary,no,625,yes,no,30,sep,2.92,1,-1,0,unknown,no,0
44915,27,management,single,tertiary,no,1377,no,no,30,sep,0.1,1,-1,0,unknown,no,0
44916,34,technician,single,secondary,no,3311,no,no,1,oct,3.28,2,-1,0,unknown,no,0
44918,35,admin.,married,tertiary,no,318,yes,yes,1,oct,2.37,1,-1,0,unknown,no,0
44920,58,unemployed,married,tertiary,no,1333,no,no,1,oct,4.63,1,-1,0,unknown,no,0
44921,42,technician,married,secondary,no,2152,no,no,1,oct,2.68,1,92,6,failure,no,0
44922,54,blue-collar,single,secondary,no,1633,yes,no,4,oct,0.2,1,-1,0,unknown,no,0
44926,34,blue-collar,married,tertiary,no,20,no,no,4,oct,0.17,1,-1,0,unknown,no,0
44927,21,student,single,secondary,no,57,no,no,4,oct,0.15,1,-1,0,unknown,no,0
44928,49,management,married,tertiary,no,2037,no,no,5,oct,0.17,1,-1,0,unknown,no,0
44930,34,admin.,single,secondary,no,239,no,no,5,oct,0.1,1,-1,0,unknown,no,0
44931,31,student,single,secondary,no,3511,no,no,6,oct,5.18,1,96,1,success,yes,1
44932,71,retired,married,secondary,no,1696,no,no,6,oct,8.1,1,-1,0,unknown,yes,1
44933,33,self-employed,married,tertiary,no,1278,no,no,6,oct,10.82,1,-1,0,unknown,yes,1
44934,47,self-employed,married,tertiary,no,1011,no,no,6,oct,13.47,1,-1,0,unknown,yes,1
44935,39,management,married,tertiary,no,2939,no,no,6,oct,10.13,1,99,3,failure,yes,1
44936,27,technician,single,secondary,no,927,no,no,6,oct,4.35,1,-1,0,unknown,no,0
44937,26,unemployed,single,tertiary,no,3466,no,no,6,oct,4.58,2,-1,0,unknown,yes,1
44938,47,housemaid,single,tertiary,no,3232,no,no,6,oct,9.02,1,204,3,failure,no,0
44940,22,admin.,single,secondary,no,372,no,no,6,oct,3.63,1,-1,0,unknown,yes,1
44941,34,management,single,tertiary,no,549,no,no,6,oct,20.77,2,-1,0,unknown,yes,1
44943,40,housemaid,married,tertiary,no,0,no,no,6,oct,0.1,1,-1,0,unknown,no,0
44944,24,technician,single,tertiary,no,368,no,no,7,oct,3.28,2,-1,0,unknown,no,0
44945,60,retired,married,secondary,no,7038,no,no,7,oct,2.3,4,-1,0,unknown,no,0
44946,28,management,single,tertiary,no,616,yes,no,7,oct,1.93,1,503,2,success,no,0
44947,55,admin.,divorced,secondary,no,0,yes,yes,7,oct,2.03,1,245,4,failure,no,0
44949,36,admin.,single,tertiary,no,5007,yes,no,8,oct,2.25,3,331,4,failure,no,0
44950,32,student,single,secondary,no,1102,no,no,8,oct,3.23,1,-1,0,unknown,yes,1
44952,73,retired,married,secondary,no,2850,no,no,8,oct,8.53,1,144,7,failure,no,0
44954,32,management,married,tertiary,no,927,no,no,8,oct,4.7,1,-1,0,unknown,no,0
44957,32,management,single,tertiary,no,3289,no,no,8,oct,6.25,2,179,2,failure,no,0
44959,36,technician,single,secondary,no,966,no,no,8,oct,2.25,2,91,13,failure,no,0
44960,58,admin.,divorced,secondary,no,3337,yes,no,8,oct,6.15,2,690,3,failure,yes,1
44961,48,admin.,married,secondary,no,368,no,no,8,oct,6.05,2,140,7,success,yes,1
44962,34,admin.,married,secondary,no,247,no,no,8,oct,6.68,2,-1,0,unknown,yes,1
44963,37,blue-collar,married,secondary,no,1403,no,no,9,oct,0.23,1,-1,0,unknown,no,0
44967,70,retired,divorced,secondary,no,4572,no,no,11,oct,1.92,2,95,16,failure,no,0
44968,27,student,single,tertiary,no,838,no,no,11,oct,2.7,1,-1,0,unknown,no,0
44969,51,entrepreneur,divorced,tertiary,no,315,no,no,11,oct,4.85,1,91,4,failure,no,0
44971,48,admin.,married,secondary,no,0,no,yes,11,oct,3.25,1,104,5,failure,no,0
44973,67,retired,married,secondary,no,203,no,no,11,oct,6.75,1,266,2,success,yes,1
44974,39,management,married,tertiary,no,839,no,yes,11,oct,6.08,2,774,11,failure,no,0
44975,30,management,single,tertiary,no,502,no,no,11,oct,7.72,3,95,6,success,yes,1
44976,62,retired,married,secondary,no,2917,no,no,11,oct,2.05,2,182,2,failure,no,0
44977,27,admin.,married,tertiary,no,346,no,no,11,oct,3.53,1,-1,0,unknown,yes,1
44978,58,admin.,married,secondary,no,3927,no,no,11,oct,2.07,3,363,1,failure,no,0
44979,24,student,single,secondary,no,1809,no,no,11,oct,2.75,1,95,2,success,yes,1
44980,32,admin.,married,secondary,no,1229,no,no,11,oct,8.08,1,182,1,success,no,0
44981,52,technician,married,secondary,no,553,yes,no,11,oct,2.67,1,-1,0,unknown,no,0
44982,46,admin.,married,secondary,no,171,yes,yes,11,oct,4.18,1,430,1,failure,no,0
44984,33,management,single,tertiary,no,816,yes,no,11,oct,6.38,2,503,2,failure,yes,1
44985,29,admin.,married,secondary,no,535,no,no,11,oct,3.08,2,-1,0,unknown,no,0
44986,51,retired,married,secondary,no,0,yes,no,11,oct,2.43,4,-1,0,unknown,no,0
44987,42,management,married,tertiary,no,298,no,no,11,oct,2.28,3,95,10,failure,no,0
44989,59,retired,divorced,primary,no,606,no,no,12,oct,0.9,1,526,2,failure,no,0
44990,31,management,married,tertiary,no,4328,no,no,12,oct,3.38,4,165,14,success,yes,1
44991,25,blue-collar,single,secondary,no,1857,yes,no,12,oct,3.12,1,91,12,success,yes,1
44992,38,management,married,tertiary,no,1257,no,no,12,oct,2.77,1,-1,0,unknown,no,0
44993,43,admin.,single,secondary,no,386,no,no,12,oct,4.03,1,92,4,success,no,0
44994,27,student,single,secondary,no,279,no,no,12,oct,5.38,1,-1,0,unknown,yes,1
44995,25,admin.,single,tertiary,no,2916,no,no,12,oct,2.38,1,-1,0,unknown,no,0
44996,75,retired,divorced,secondary,no,1092,no,no,12,oct,4.17,1,431,2,failure,no,0
44997,33,self-employed,single,tertiary,no,658,yes,no,12,oct,2.43,2,183,3,failure,no,0
44998,33,management,single,tertiary,no,131,yes,no,12,oct,3.48,3,427,2,failure,yes,1
44999,63,management,married,tertiary,no,0,no,no,12,oct,2.17,2,182,6,failure,no,0
45000,38,blue-collar,single,secondary,no,0,no,no,12,oct,0.13,1,-1,0,unknown,no,0
45002,36,management,single,tertiary,no,2646,no,no,13,oct,2.82,1,182,10,success,yes,1
45003,62,self-employed,divorced,tertiary,no,6,yes,no,13,oct,3.6,1,183,4,success,yes,1
45004,29,self-employed,single,tertiary,no,1579,no,no,13,oct,3.17,1,92,5,success,yes,1
45005,26,blue-collar,single,secondary,no,2007,no,no,13,oct,3.23,1,92,5,success,yes,1
45006,38,management,married,tertiary,no,413,no,no,13,oct,4.2,2,183,3,success,yes,1
45007,29,admin.,married,tertiary,no,167,yes,yes,13,oct,5.95,2,237,2,failure,no,0
45008,26,technician,single,secondary,no,342,no,no,14,oct,2.22,2,-1,0,unknown,no,0
45009,43,technician,married,secondary,no,297,yes,no,14,oct,1.98,3,-1,0,unknown,no,0
45010,86,retired,married,primary,no,1255,no,no,14,oct,3.2,2,92,4,success,no,0
45011,59,technician,married,secondary,no,1,no,no,14,oct,9.75,1,182,5,success,yes,1
45012,51,management,married,tertiary,no,469,no,no,14,oct,8.18,1,182,3,success,yes,1
45014,36,blue-collar,single,tertiary,no,1830,no,no,14,oct,3.05,1,91,11,failure,no,0
45015,53,admin.,married,secondary,no,459,no,no,14,oct,5.28,6,192,1,success,no,0
45016,40,management,married,tertiary,no,0,no,no,14,oct,23.5,3,-1,0,unknown,no,0
45017,27,technician,single,secondary,no,643,no,no,14,oct,5.02,1,93,1,success,yes,1
45018,38,management,married,tertiary,no,276,no,no,14,oct,5.37,1,-1,0,unknown,no,0
45020,28,management,single,tertiary,no,9710,no,no,14,oct,13.1,2,-1,0,unknown,no,0
45021,37,management,married,secondary,no,209,no,no,14,oct,3.05,3,528,7,unknown,no,0
45023,41,management,divorced,tertiary,no,3355,no,no,14,oct,3.02,2,500,1,failure,no,0
45024,47,admin.,married,secondary,no,1387,yes,no,14,oct,2.63,1,826,1,failure,no,0
45025,61,retired,married,secondary,no,938,no,no,15,oct,3.53,2,92,5,success,no,0
45026,45,management,married,secondary,no,2897,no,no,15,oct,8.85,4,105,7,failure,no,0
45028,60,retired,divorced,secondary,no,514,no,no,15,oct,3.12,2,213,10,success,yes,1
45029,40,housemaid,married,primary,no,979,no,no,15,oct,1.77,4,-1,0,unknown,no,0
45030,29,self-employed,single,tertiary,no,270,yes,no,15,oct,1.57,5,274,11,failure,no,0
45031,42,unemployed,married,secondary,no,1289,no,no,15,oct,19.6,3,92,6,success,yes,1
45033,26,admin.,married,tertiary,no,319,no,no,15,oct,1.47,1,-1,0,unknown,no,0
45034,33,management,single,tertiary,no,718,yes,no,18,oct,1.73,1,111,4,success,no,0
45035,47,admin.,married,secondary,no,3676,no,no,18,oct,9.45,1,95,3,success,yes,1
45036,28,management,married,tertiary,no,1918,no,no,18,oct,5.55,1,616,1,failure,no,0
45037,45,management,single,tertiary,no,2048,yes,no,18,oct,5.17,1,804,1,failure,yes,1
45038,43,unemployed,married,tertiary,no,0,no,no,18,oct,7.73,1,94,2,success,yes,1
45039,22,management,single,tertiary,no,104,no,yes,18,oct,8.48,1,185,3,success,yes,1
45040,34,technician,married,secondary,no,159,yes,no,18,oct,4.2,1,-1,0,unknown,yes,1
45041,29,management,single,tertiary,no,600,yes,no,18,oct,2.83,5,-1,0,unknown,no,0
45042,64,retired,married,secondary,no,466,yes,no,18,oct,8.77,1,-1,0,unknown,yes,1
45043,39,admin.,divorced,secondary,no,728,yes,yes,18,oct,3.7,1,-1,0,unknown,yes,1
45044,35,management,married,secondary,no,724,yes,no,18,oct,1.7,3,96,3,success,no,0
45045,26,student,single,secondary,no,316,no,no,18,oct,6.25,2,-1,0,unknown,no,0
45046,27,management,single,tertiary,no,107,no,no,18,oct,12.78,3,-1,0,unknown,yes,1
45047,69,retired,divorced,secondary,no,4189,no,no,18,oct,2.3,4,96,2,success,no,0
45048,32,student,single,tertiary,no,922,no,no,18,oct,5.63,2,-1,0,unknown,no,0
45049,25,technician,single,secondary,no,3843,no,no,18,oct,2.65,2,95,2,failure,no,0
45050,66,retired,married,secondary,no,3409,no,no,19,oct,2.22,3,160,3,failure,no,0
45052,49,blue-collar,married,secondary,no,1946,no,no,19,oct,3.2,1,95,1,success,yes,1
45053,25,admin.,single,tertiary,no,1734,no,no,19,oct,6.1,1,-1,0,unknown,no,0
45057,44,management,single,tertiary,no,1090,no,no,20,oct,2.97,4,93,6,success,yes,1
45058,36,technician,married,tertiary,no,521,no,no,20,oct,5.78,3,-1,0,unknown,yes,1
45059,43,management,married,tertiary,no,2450,no,yes,20,oct,2.07,1,-1,0,unknown,no,0
45060,64,retired,divorced,secondary,no,4833,no,no,20,oct,10.35,1,181,3,failure,yes,1
45061,30,self-employed,single,secondary,no,1031,no,no,20,oct,0.12,1,-1,0,unknown,no,0
45063,75,retired,married,tertiary,no,4912,no,no,20,oct,3.97,2,183,5,failure,no,0
45064,52,admin.,married,secondary,no,423,yes,yes,20,oct,2.32,2,96,7,failure,no,0
45065,30,management,single,tertiary,no,2344,yes,no,20,oct,5.27,2,92,3,failure,no,0
45066,29,student,single,secondary,no,1925,no,no,21,oct,2.5,3,149,5,success,yes,1
45067,52,management,married,secondary,no,335,no,no,21,oct,6.85,1,182,1,failure,yes,1
45068,26,student,single,secondary,no,108,no,no,21,oct,3.92,1,175,3,success,no,0
45069,52,technician,married,secondary,no,371,yes,yes,21,oct,7.55,1,183,3,success,yes,1
45070,49,technician,married,secondary,no,2400,no,no,21,oct,4.37,3,-1,0,unknown,no,0
45072,54,management,divorced,tertiary,no,5475,no,no,21,oct,17.2,1,91,4,success,yes,1
45073,37,management,married,tertiary,no,203,no,no,21,oct,12.65,1,90,5,success,yes,1
45074,48,admin.,married,secondary,no,50,no,yes,21,oct,6.98,1,-1,0,unknown,yes,1
45076,46,technician,married,secondary,no,9299,no,no,21,oct,3.35,5,94,3,success,no,0
45078,77,retired,married,secondary,no,820,no,no,21,oct,5.5,2,181,4,success,yes,1
45079,63,retired,single,tertiary,no,791,no,no,21,oct,3.53,2,-1,0,unknown,yes,1
45080,27,student,single,secondary,no,1164,no,no,21,oct,4.27,2,104,2,failure,no,0
45081,34,technician,single,secondary,no,1279,yes,no,21,oct,5.65,3,91,10,success,yes,1
45082,66,retired,married,primary,no,8,no,no,22,oct,0.93,2,-1,0,unknown,no,0
45083,59,entrepreneur,married,secondary,no,496,no,no,22,oct,12.3,3,183,1,success,yes,1
45084,29,blue-collar,single,tertiary,no,455,no,no,22,oct,9.03,4,148,3,success,yes,1
45085,25,technician,single,secondary,no,325,no,no,22,oct,11.93,3,-1,0,unknown,yes,1
45086,38,management,married,tertiary,no,536,yes,no,22,oct,3.9,1,92,1,success,yes,1
45087,31,technician,single,secondary,no,845,yes,no,22,oct,2.8,2,-1,0,unknown,no,0
45088,38,management,single,tertiary,no,1373,no,no,22,oct,1.98,4,-1,0,unknown,no,0
45090,33,admin.,single,tertiary,no,146,no,no,22,oct,6.33,1,91,3,success,yes,1
45091,61,retired,married,primary,no,2686,no,no,22,oct,1.4,3,-1,0,unknown,no,0
45092,43,management,single,tertiary,no,2081,no,no,22,oct,9.23,3,-1,0,unknown,yes,1
45099,30,management,single,tertiary,no,985,yes,no,25,oct,5.07,1,94,2,success,yes,1
45100,34,blue-collar,married,secondary,no,152,no,no,25,oct,4.58,1,-1,0,unknown,no,0
45101,74,retired,married,secondary,no,935,no,no,25,oct,6.67,1,173,3,success,yes,1
45102,31,admin.,single,secondary,no,410,no,no,25,oct,3.03,1,185,1,success,yes,1
45103,33,admin.,married,secondary,no,51,yes,yes,25,oct,4.22,1,284,3,success,yes,1
45104,73,retired,married,primary,no,1388,no,no,25,oct,4.23,1,97,6,failure,no,0
45105,36,technician,married,secondary,no,2779,no,no,25,oct,5.4,1,182,4,success,no,0
45106,32,technician,married,secondary,no,660,no,no,25,oct,3.77,2,490,1,failure,yes,1
45108,36,technician,married,tertiary,no,844,yes,yes,25,oct,2.15,1,-1,0,unknown,no,0
45112,24,student,single,secondary,no,1234,no,no,26,oct,4.67,2,97,3,success,no,0
45113,26,management,single,tertiary,no,222,no,no,26,oct,5.3,1,120,3,success,yes,1
45115,30,management,single,tertiary,no,565,yes,no,26,oct,1.73,1,-1,0,unknown,no,0
45117,54,admin.,divorced,tertiary,no,122,no,no,26,oct,5.37,1,547,1,failure,no,0
45119,47,admin.,married,secondary,no,1210,no,no,26,oct,10.07,1,91,4,failure,yes,1
45121,56,admin.,divorced,secondary,no,1693,no,no,26,oct,3.97,4,442,4,failure,yes,1
45122,40,entrepreneur,single,tertiary,no,262,yes,yes,26,oct,0.28,1,-1,0,unknown,no,0
45123,49,technician,married,secondary,no,308,no,no,26,oct,4.33,2,91,5,failure,no,0
45124,27,blue-collar,single,primary,no,232,yes,no,26,oct,11.68,2,-1,0,unknown,yes,1
45125,40,management,divorced,tertiary,no,858,no,no,26,oct,3.37,2,-1,0,unknown,yes,1
45126,54,technician,married,tertiary,no,876,no,no,27,oct,4.48,3,541,3,success,yes,1
45128,23,unemployed,single,tertiary,no,993,no,no,27,oct,6.82,1,91,4,success,no,0
45131,47,management,married,tertiary,no,0,no,no,27,oct,8.47,1,-1,0,unknown,yes,1
45132,61,retired,married,secondary,no,1058,no,no,27,oct,4.62,1,92,5,success,no,0
45133,24,student,single,secondary,no,822,no,no,27,oct,3.07,1,91,2,failure,yes,1
45134,70,retired,married,secondary,no,0,no,no,27,oct,4.3,1,92,5,success,yes,1
45135,53,blue-collar,married,primary,no,1294,no,no,28,oct,1.18,1,-1,0,unknown,no,0
45136,53,self-employed,married,tertiary,no,730,yes,no,2,nov,0.3,1,368,2,failure,no,0
45137,30,management,single,tertiary,no,297,no,no,8,nov,3.13,1,-1,0,unknown,yes,1
45138,30,technician,single,secondary,no,500,yes,no,8,nov,2.93,1,543,3,failure,no,0
45140,63,entrepreneur,married,secondary,no,3904,no,no,8,nov,6.0,1,96,4,success,yes,1
45142,34,admin.,married,tertiary,no,79,yes,no,8,nov,2.0,2,95,6,success,no,0
45143,28,student,single,secondary,no,970,no,no,8,nov,2.28,1,96,1,failure,no,0
45144,60,admin.,divorced,secondary,no,683,no,no,8,nov,8.45,1,-1,0,unknown,no,0
45145,28,services,single,tertiary,no,441,no,no,8,nov,1.77,1,-1,0,unknown,no,0
45146,49,unemployed,divorced,tertiary,no,780,no,no,8,nov,2.47,1,871,2,failure,no,0
45149,38,technician,married,tertiary,no,88,no,no,8,nov,4.7,2,186,4,success,yes,1
45151,47,management,single,tertiary,no,311,yes,yes,9,nov,4.25,3,378,2,failure,no,0
45152,61,housemaid,married,primary,no,182,no,no,9,nov,5.58,1,92,13,failure,no,0
45154,63,retired,married,primary,no,3738,no,no,9,nov,5.02,1,456,4,failure,no,0
45155,44,entrepreneur,married,tertiary,no,121,no,no,9,nov,4.13,1,91,1,success,yes,1
45156,37,management,married,tertiary,no,3556,no,no,9,nov,4.47,1,-1,0,unknown,yes,1
45157,52,technician,married,tertiary,no,0,no,no,9,nov,7.78,3,92,7,failure,yes,1
45159,60,services,married,secondary,no,4428,no,no,9,nov,2.08,1,96,6,failure,no,0
45160,35,technician,married,secondary,no,0,yes,no,9,nov,8.73,1,96,5,success,yes,1
45161,31,management,married,tertiary,no,720,yes,no,9,nov,1.57,3,-1,0,unknown,no,0
45162,29,admin.,single,secondary,no,464,no,no,9,nov,3.47,2,91,3,success,yes,1
45163,71,retired,married,secondary,no,2064,no,no,9,nov,6.32,2,92,3,failure,no,0
45164,35,services,married,tertiary,no,4655,no,no,9,nov,1.85,2,-1,0,unknown,no,0
45166,41,unemployed,single,tertiary,no,79,no,no,9,nov,6.57,1,390,2,success,yes,1
45167,48,admin.,married,secondary,no,178,no,no,10,nov,3.8,1,-1,0,unknown,no,0
45168,62,retired,married,tertiary,no,2557,yes,no,10,nov,6.73,1,57,8,success,yes,1
45169,31,management,married,tertiary,no,2994,yes,no,10,nov,3.03,1,229,2,failure,no,0
45171,33,admin.,single,secondary,no,690,no,no,10,nov,3.72,3,555,16,failure,no,0
45172,30,technician,single,tertiary,no,2325,no,no,10,nov,2.23,1,92,8,success,no,0
45173,36,admin.,single,tertiary,no,980,no,no,11,nov,1.97,4,104,7,failure,no,0
45174,62,blue-collar,married,secondary,no,272,no,no,11,nov,4.82,1,92,3,success,yes,1
45175,38,entrepreneur,single,secondary,no,2543,no,no,11,nov,5.95,3,93,5,success,yes,1
45176,54,admin.,married,secondary,no,66,yes,no,11,nov,2.78,1,-1,0,unknown,yes,1
45177,36,admin.,divorced,secondary,no,1224,yes,no,12,nov,8.03,1,374,1,success,yes,1
